iter	Passed	Remaining
152	308	1709
153	311	1708
154	312	1705
155	314	1702
156	316	1699
157	318	1695
158	320	1694
159	321	1690
160	323	1685
161	324	1680
162	327	1682
163	329	1678
164	330	1673
165	332	1670
166	334	1667
167	335	1663
168	337	1659
169	338	1654
170	340	1650
171	343	1652
172	345	1649
173	347	1648
174	348	1644
175	350	1640
176	352	1636
177	353	1632
178	354	1627
179	356	1624
180	359	1626
181	361	1623
182	362	1620
183	364	1617
184	366	1614
185	368	1610
186	369	1607
187	371	1605
188	375	1609
189	376	1607
190	378	1603
191	380	1599
192	381	1596
193	383	1592
194	384	1588
195	387	1587
196	389	1586
197	390	1583
198	392	1579
199	394	1576
200	395	1572
201	397	1568
202	398	1565
203	401	1566
204	403	1564
205	405	1562
206	407	1559
207	408	1555
208	410	1552
209	411	1548
210	413	1545
211	415	1543
212	416	1540
213	418	1536
214	420	1535
215	422	1532
216	423	1529
217	425	1526
218	430	1534
219	432	1534
220	434	1531
221	439	1538
222	440	1536
223	444	1538
224	446	1536
225	447	1534
226	450	1533
227	452	1533
228	455	1532
229	457	1531
230	459	1530
231	461	1528
232	463	1527
233	465	1524
234	468	1525
235	470	1524
236	472	1522
237	474	1520
238	476	1518
239	479	1519
240	482	1519
241	485	1521
242	488	1522
243	491	1523
244	494	1524
245	497	1523
246	499	1522
247	503	1525
248	504	1522
249	506	1519
250	508	1517
251	510	1514
252	511	1511
253	513	1509
254	516	1509
255	518	1507
256	520	1504
257	522	1502
258	524	1500
259	526	1498
260	528	1497
261	531	1497
262	533	1495
263	535	1492
264	537	1490
265	539	1487
266	541	1485
267	543	1484
268	545	1482
269	547	1481
270	549	1479
271	551	1477
272	554	1476
273	557	1477
274	559	1476
275	567	1487
276	569	1486
277	571	1484
278	574	1485
279	576	1483
280	580	1485
281	582	1483
282	584	1480
283	586	1478
284	588	1476
285	592	1478
286	595	1479
287	597	1477
288	601	1479
289	603	1477
290	605	1475
291	607	1473
292	610	1472
293	612	1471
294	615	1470
295	618	1470
296	620	1468
297	622	1465
298	624	1463
299	627	1463
300	630	1463
301	632	1461
302	634	1459
303	636	1456
304	638	1454
305	640	1451
306	642	1450
307	645	1449
308	647	1447
309	649	1445
310	652	1445
311	654	1444
312	657	1443
313	660	1443
314	662	1441
315	664	1438
316	666	1435
317	668	1432
318	669	1430
319	671	1427
320	674	1426
321	676	1423
322	678	1421
323	679	1418
324	681	1416
325	683	1413
326	685	1410
327	686	1407
328	688	1405
329	690	1402
330	692	1400
331	694	1397
332	696	1394
333	697	1391
334	699	1388
335	701	1385
336	703	1383
337	705	1381
338	706	1378
339	709	1376
340	710	1374
341	712	1370
342	714	1368
343	716	1366
344	717	1363
345	720	1361
346	722	1358
347	723	1355
348	725	1352
349	727	1350
350	729	1348
351	731	1346
352	732	1343
353	734	1341
354	737	1339
355	738	1335
356	739	1332
357	741	1330
358	743	1327
359	745	1324
360	746	1322
361	748	1319
362	750	1317
363	752	1315
364	754	1312
365	756	1310
366	758	1307
367	759	1304
368	761	1302
369	763	1299
370	764	1296
371	767	1295
372	769	1293
373	771	1290
374	772	1288
375	774	1285
376	775	1282
377	777	1279
378	779	1276
379	780	1273
380	783	1272
381	785	1270
382	786	1267
383	788	1264
384	789	1261
385	791	1258
386	793	1256
387	795	1254
388	796	1251
389	799	1250
390	801	1248
391	802	1245
392	804	1242
393	805	1239
394	807	1236
395	809	1234
396	810	1231
397	812	1228
398	815	1228
399	817	1225
400	818	1222
401	820	1220
402	821	1217
403	823	1214
404	824	1211
405	826	1209
406	828	1206
407	831	1205
408	832	1203
409	834	1200
410	835	1197
411	837	1195
412	839	1192
413	840	1189
414	842	1187
415	844	1184
416	846	1182
417	847	1180
418	849	1178
419	851	1175
420	852	1172
421	854	1170
422	856	1168
423	858	1165
424	859	1163
425	862	1161
426	864	1159
427	865	1157
428	867	1154
429	868	1151
430	870	1149
431	872	1147
432	874	1144
433	875	1141
434	877	1139
435	879	1137
436	881	1135
437	882	1132
438	885	1132
439	888	1130
440	889	1127
441	891	1125
442	893	1123
443	895	1121
444	897	1119
445	899	1117
446	901	1114
447	902	1112
448	904	1109
449	906	1107
450	908	1105
451	910	1103
452	911	1100
453	913	1098
454	915	1096
455	916	1093
456	919	1092
457	920	1089
458	922	1087
459	925	1086
460	927	1083
461	928	1081
462	930	1078
463	931	1076
464	933	1074
465	935	1071
466	936	1069
467	938	1066
468	940	1064
469	943	1064
470	945	1061
471	948	1061
472	950	1058
473	953	1058
474	955	1055
475	959	1056
476	961	1053
477	962	1051
478	963	1048
479	965	1045
480	966	1043
481	968	1040
482	970	1038
483	973	1037
484	974	1035
485	976	1032
486	978	1030
487	980	1028
488	981	1025
489	983	1023
490	984	1021
491	986	1018
492	989	1017
493	990	1014
494	992	1012
495	993	1009
496	995	1007
497	996	1004
498	998	1002
499	1000	1000
500	1001	997
501	1003	995
502	1005	993
503	1007	991
504	1008	988
505	1010	986
506	1012	984
507	1013	981
508	1015	979
509	1017	977
510	1019	975
511	1021	973
512	1023	971
513	1025	969
514	1027	967
515	1029	965
516	1030	962
517	1031	960
518	1033	957
519	1034	955
520	1036	952
521	1037	950
522	1039	947
523	1040	945
524	1043	943
525	1044	941
526	1046	939
527	1048	936
528	1049	934
529	1051	932
530	1052	929
531	1054	927
532	1055	924
533	1057	922
534	1059	920
535	1061	919
536	1063	917
537	1065	914
538	1066	912
539	1068	910
540	1069	907
541	1071	905
542	1073	903
543	1076	902
544	1079	900
545	1080	898
546	1082	896
547	1083	894
548	1085	891
549	1087	889
550	1088	887
551	1091	885
552	1093	883
553	1094	881
554	1096	879
555	1098	877
556	1099	874
557	1101	872
558	1103	870
559	1104	867
560	1108	867
561	1109	864
562	1111	862
563	1113	860
564	1114	858
565	1116	855
566	1117	853
567	1119	851
568	1122	850
569	1124	848
570	1125	845
571	1127	843
572	1129	841
573	1130	839
574	1132	837
575	1134	835
576	1137	833
577	1139	832
578	1141	830
579	1143	828
580	1145	825
581	1147	823
582	1149	821
583	1150	819
584	1153	818
585	1154	815
586	1156	813
587	1158	811
588	1159	809
589	1161	807
590	1163	805
591	1165	803
592	1166	800
593	1169	799
594	1170	796
595	1172	794
596	1174	792
597	1175	790
598	1177	788
599	1179	786
600	1180	783
601	1182	781
602	1184	779
603	1186	778
604	1188	775
605	1190	773
606	1192	771
607	1193	769
608	1195	767
609	1196	765
610	1198	763
611	1201	761
612	1202	759
613	1204	757
614	1206	755
615	1207	752
616	1209	750
617	1211	748
618	1212	746
619	1214	744
620	1216	742
621	1218	740
622	1219	738
623	1221	736
624	1223	734
625	1225	731
626	1226	729
627	1228	727
628	1229	725
629	1232	724
630	1235	722
631	1236	720
632	1238	718
633	1240	715
634	1241	713
635	1243	711
636	1244	709
637	1246	707
638	1249	705
639	1251	704
640	1253	702
641	1255	699
642	1256	697
643	1258	695
644	1260	693
645	1262	692
646	1265	690
647	1266	688
648	1268	686
649	1270	683
650	1271	681
651	1273	679
652	1275	677
653	1277	675
654	1278	673
655	1280	671
656	1281	669
657	1283	667
658	1285	664
659	1286	662
660	1288	661
661	1290	658
662	1291	656
663	1293	654
664	1295	652
665	1296	650
666	1298	648
667	1299	646
668	1301	643
669	1304	642
670	1306	640
671	1307	638
672	1309	636
673	1311	634
674	1312	632
675	1314	630
676	1316	627
677	1317	625
678	1320	624
679	1321	622
680	1323	619
681	1324	617
682	1326	615
683	1328	613
684	1330	611
685	1331	609
686	1333	607
687	1335	605
688	1336	603
689	1338	601
690	1340	599
691	1341	597
692	1343	595
693	1345	593
694	1346	591
695	1348	589
696	1350	587
697	1352	585
698	1354	583
699	1357	581
700	1358	579
701	1360	577
702	1362	575
703	1364	573
704	1367	572
705	1369	570
706	1371	568
707	1373	566
708	1375	564
709	1376	562
710	1378	560
711	1379	558
712	1381	556
713	1384	554
714	1386	552
715	1387	550
716	1389	548
717	1391	546
718	1392	544
719	1394	542
720	1396	540
721	1397	538
722	1400	536
723	1402	534
724	1404	532
725	1405	530
726	1407	528
727	1409	526
728	1410	524
729	1413	522
730	1416	521
731	1417	519
732	1419	517
733	1420	514
734	1422	512
735	1424	510
736	1426	509
737	1429	507
738	1431	505
739	1433	503
740	1435	501
741	1436	499
742	1438	497
743	1440	495
744	1442	493
745	1443	491
746	1446	489
747	1448	487
748	1449	485
749	1451	483
750	1453	481
751	1455	479
752	1457	477
753	1458	475
754	1460	473
755	1463	472
756	1464	470
757	1466	468
758	1468	466
759	1470	464
760	1471	462
761	1473	460
762	1475	458
763	1477	456
764	1479	454
765	1480	452
766	1482	450
767	1484	448
768	1486	446
769	1487	444
770	1489	442
771	1491	440
772	1493	438
773	1495	436
774	1497	434
775	1499	432
776	1500	430
777	1502	428
778	1504	426
779	1506	424
780	1508	422
781	1510	421
782	1512	419
783	1514	417
784	1516	415
785	1518	413
786	1519	411
787	1521	409
788	1523	407
789	1525	405
790	1528	403
791	1529	401
792	1531	399
793	1533	397
794	1535	395
795	1537	393
796	1538	391
797	1540	389
798	1543	388
799	1545	386
800	1547	384
801	1548	382
802	1550	380
803	1552	378
804	1553	376
805	1555	374
806	1558	372
807	1559	370
808	1561	368
809	1563	366
810	1564	364
811	1566	362
812	1568	360
813	1570	358
814	1572	356
815	1574	354
816	1575	353
817	1577	351
818	1579	349
819	1580	347
820	1582	345
821	1584	343
822	1586	341
823	1588	339
824	1590	337
825	1591	335
826	1593	333
827	1595	331
828	1596	329
829	1599	327
830	1601	325
831	1603	323
832	1605	321
833	1606	319
834	1608	317
835	1610	315
836	1612	313
837	1614	312
838	1615	310
839	1617	308
840	1619	306
841	1621	304
842	1623	302
843	1624	300
844	1626	298
845	1628	296
846	1630	294
847	1632	292
848	1633	290
849	1637	288
850	1638	286
851	1640	285
852	1643	283
853	1644	281
854	1646	279
855	1648	277
856	1649	275
857	1652	273
858	1654	271
859	1656	269
860	1658	267
861	1659	265
862	1661	263
863	1663	261
864	1665	259
865	1667	258
866	1669	256
867	1671	254
868	1673	252
869	1675	250
870	1676	248
871	1678	246
872	1680	244
873	1682	242
874	1685	240
875	1686	238
876	1688	236
877	1690	234
878	1691	232
879	1693	230
880	1695	228
881	1696	227
882	1700	225
883	1701	223
884	1703	221
885	1705	219
886	1706	217
887	1708	215
888	1710	213
889	1711	211
890	1714	209
891	1716	207
892	1717	205
893	1719	203
894	1720	201
895	1722	199
896	1723	197
897	1725	196
898	1727	194
899	1729	192
900	1731	190
901	1732	188
902	1734	186
903	1735	184
904	1737	182
905	1739	180
906	1741	178
907	1742	176
908	1744	174
909	1747	172
910	1748	170
911	1750	168
912	1752	166
913	1753	165
914	1755	163
915	1757	161
916	1758	159
917	1760	157
918	1762	155
919	1764	153
920	1765	151
921	1767	149
922	1769	147
923	1772	145
924	1773	143
925	1775	141
926	1777	139
927	1778	138
928	1780	136
929	1783	134
930	1785	132
931	1787	130
932	1789	128
933	1792	126
934	1794	124
935	1795	122
936	1798	120
937	1799	118
938	1801	117
939	1803	115
940	1804	113
941	1807	111
942	1809	109
943	1811	107
944	1813	105
945	1815	103
946	1816	101
947	1818	99
948	1820	97
949	1821	95
950	1824	94
951	1826	92
952	1828	90
953	1830	88
954	1831	86
955	1833	84
956	1835	82
957	1836	80
958	1838	78
959	1841	76
960	1843	74
961	1845	72
962	1846	70
963	1848	69
964	1850	67
965	1852	65
966	1853	63
967	1856	61
968	1858	59
969	1859	57
970	1861	55
971	1863	53
972	1864	51
973	1866	49
974	1868	47
975	1870	46
976	1873	44
977	1874	42
978	1876	40
979	1877	38
980	1879	36
981	1881	34
982	1883	32
983	1884	30
984	1887	28
985	1888	26
986	1890	24
987	1892	22
988	1893	21
989	1895	19
990	1897	17
991	1898	15
992	1900	13
993	1902	11
994	1904	9
995	1906	7
996	1908	5
997	1909	3
998	1911	1
999	1914	0
