iter	RMSE
415	2.930615088
416	2.926704263
417	2.922994716
418	2.917544652
419	2.915653753
420	2.908561542
421	2.903448207
422	2.899562765
423	2.897386605
424	2.891640024
425	2.885409479
426	2.879754847
427	2.873838746
428	2.867113024
429	2.862518481
430	2.859264413
431	2.859038779
432	2.854496343
433	2.847316888
434	2.841316222
435	2.837177693
436	2.834996246
437	2.830113692
438	2.82671204
439	2.823277854
440	2.820629822
441	2.816561172
442	2.811844198
443	2.804712796
444	2.80223884
445	2.798275186
446	2.79373059
447	2.789088132
448	2.783505793
449	2.778071112
450	2.774742284
451	2.770483657
452	2.768270508
453	2.76433812
454	2.758759501
455	2.755390727
456	2.747504139
457	2.747332761
458	2.742556015
459	2.73651279
460	2.732180468
461	2.727671746
462	2.72234071
463	2.718921692
464	2.715407478
465	2.711215508
466	2.707173891
467	2.702958924
468	2.702790062
469	2.699691593
470	2.696620487
471	2.691827543
472	2.691576925
473	2.687873375
474	2.682393614
475	2.676753905
476	2.673199317
477	2.668203897
478	2.66478091
479	2.661322782
480	2.658470289
481	2.655641557
482	2.65217912
483	2.645274251
484	2.639814283
485	2.639617828
486	2.634967675
487	2.628089436
488	2.623891079
489	2.620446486
490	2.616772036
491	2.612471568
492	2.608410713
493	2.606323289
494	2.604649155
495	2.601459505
496	2.595146489
497	2.589199105
498	2.586015435
499	2.583030966
500	2.579636946
501	2.573190754
502	2.56907167
503	2.564023656
504	2.563872602
505	2.558933398
506	2.555636902
507	2.551647631
508	2.547717916
509	2.543683807
510	2.540182715
511	2.535297571
512	2.532599782
513	2.529133801
514	2.526105882
515	2.523729423
516	2.520388335
517	2.516472323
518	2.511355453
519	2.508125876
520	2.504571985
521	2.496907329
522	2.489869801
523	2.485639773
524	2.481168825
525	2.478298255
526	2.474374464
527	2.470738199
528	2.467366997
529	2.464901871
530	2.462960041
531	2.460090459
532	2.456306888
533	2.450866689
534	2.445911668
535	2.441804973
536	2.438304513
537	2.432893834
538	2.430251206
539	2.427898493
540	2.423624502
541	2.419857504
542	2.415406673
543	2.41283254
544	2.409091674
545	2.406732879
546	2.404773123
547	2.401586657
548	2.398137407
549	2.395089048
550	2.390225537
551	2.388472925
552	2.385322584
553	2.382758185
554	2.379247102
555	2.376403202
556	2.372577265
557	2.368383847
558	2.36324595
559	2.359505527
560	2.355410386
561	2.350412196
562	2.346553812
563	2.342512335
564	2.339545381
565	2.335425508
566	2.332727773
567	2.329146373
568	2.32597861
569	2.323840757
570	2.32022592
571	2.316693206
572	2.312620434
573	2.308801786
574	2.30396794
575	2.299050695
576	2.296309707
577	2.294340621
578	2.291293931
579	2.288824766
580	2.285103182
581	2.280993069
582	2.278094172
583	2.274347772
584	2.270119175
585	2.266093274
586	2.262010912
587	2.259166569
588	2.256103413
589	2.251850966
590	2.248245134
591	2.245759093
592	2.242246971
593	2.238842083
594	2.23585269
595	2.232686921
596	2.230771931
597	2.226039594
598	2.222645759
599	2.21888884
600	2.216545561
601	2.211849389
602	2.208691339
603	2.205320183
604	2.200729759
605	2.195951743
606	2.193130751
607	2.190785733
608	2.188418847
609	2.184775968
610	2.180567685
611	2.177334682
612	2.174158004
613	2.171871616
614	2.168977496
615	2.165516279
616	2.1630161
617	2.159766437
618	2.156022069
619	2.153415961
620	2.150404518
621	2.146782633
622	2.146665593
623	2.143007558
624	2.139312234
625	2.137453171
626	2.134858594
627	2.130304621
628	2.128538269
629	2.126005768
630	2.12123445
631	2.117378902
632	2.113492155
633	2.11060088
634	2.106597725
635	2.10428121
636	2.100048808
637	2.097342964
638	2.09507262
639	2.090197906
640	2.086870725
641	2.084521565
642	2.082837605
643	2.079896255
644	2.077764891
645	2.074101138
646	2.070631959
647	2.06868301
648	2.063083464
649	2.059395513
650	2.056362555
651	2.054086735
652	2.050671149
653	2.047585428
654	2.045003196
655	2.04340648
656	2.041415178
657	2.038546917
658	2.036125802
659	2.031976412
660	2.029606896
661	2.024802229
662	2.021627755
663	2.019475507
664	2.016388149
665	2.014826284
666	2.011631781
667	2.009335012
668	2.006957145
669	2.005080213
670	2.002721041
671	2.000735014
672	1.997496896
673	1.993558018
674	1.990921714
675	1.987119965
676	1.984128879
677	1.981129752
678	1.978747412
679	1.977605229
680	1.974812574
681	1.971407011
682	1.968867253
683	1.966303868
684	1.962042878
685	1.959095624
686	1.956543721
687	1.95466755
688	1.952321279
689	1.948661166
690	1.946107947
691	1.945946952
692	1.942816506
693	1.940027478
694	1.938222092
695	1.935881225
696	1.932394025
697	1.930560077
698	1.926678365
699	1.922529438
700	1.918042713
701	1.914245776
702	1.910177467
703	1.908916919
704	1.906257978
705	1.901454126
706	1.897578512
707	1.894367863
708	1.892317211
709	1.889430846
710	1.885846835
711	1.882508623
712	1.88012045
713	1.877488643
714	1.874266447
715	1.872110861
716	1.871972279
717	1.868195256
718	1.866165266
719	1.863246668
720	1.86041412
721	1.858120009
722	1.855415616
723	1.852415762
724	1.848699056
725	1.845563851
726	1.842006375
727	1.839476518
728	1.837087227
729	1.83364748
730	1.831365398
731	1.828721157
732	1.826379265
733	1.82390787
734	1.821712669
735	1.819571171
736	1.816209417
737	1.813499209
738	1.81090826
739	1.808654183
740	1.805946358
741	1.804264964
742	1.802282067
743	1.800665869
744	1.798538077
745	1.7969277
746	1.794016737
747	1.791458477
748	1.788764045
749	1.784971441
750	1.781504211
751	1.778625304
752	1.775637356
753	1.772967894
754	1.769944359
755	1.767728442
756	1.764588563
757	1.762337269
758	1.759536089
759	1.755880133
760	1.753814157
761	1.752065861
762	1.750461129
763	1.74874942
764	1.745889188
765	1.743529469
766	1.740822812
767	1.738159529
768	1.735246762
769	1.733365271
770	1.731834655
771	1.729996926
772	1.726683812
773	1.723626808
774	1.722158341
775	1.71756436
776	1.714535016
777	1.711822938
778	1.70935313
779	1.705696632
780	1.702339726
781	1.700479291
782	1.69853512
783	1.697436446
784	1.695240796
785	1.693171828
786	1.690719338
787	1.688690253
788	1.687300932
789	1.685716085
790	1.684637545
791	1.682660498
792	1.680346905
793	1.678110366
794	1.675900296
795	1.672809103
796	1.66989867
797	1.667844046
798	1.666014817
799	1.663716698
800	1.661682917
801	1.659539918
802	1.65738352
803	1.655953214
804	1.653261335
805	1.65016788
806	1.648274829
807	1.644437658
808	1.643454762
809	1.641580892
810	1.639430066
811	1.638007427
812	1.634956434
813	1.633238637
814	1.630769159
815	1.628311343
816	1.625165927
817	1.623058415
818	1.621453969
819	1.619589596
820	1.618779184
821	1.61528886
822	1.613348831
823	1.611513744
824	1.608914419
825	1.605680791
826	1.603992062
827	1.602950698
828	1.601309427
829	1.600284548
830	1.59726411
831	1.596101867
832	1.593688732
833	1.592099382
834	1.590107672
835	1.587756681
836	1.585745897
837	1.584463777
838	1.582284475
839	1.580830908
840	1.578866836
841	1.576586048
842	1.575221051
843	1.572005087
844	1.570054828
845	1.567876699
846	1.565872109
847	1.564252723
848	1.559856891
849	1.557362376
850	1.555841645
851	1.553940044
852	1.552147361
853	1.547966819
854	1.545997811
855	1.543674333
856	1.541335184
857	1.538872915
858	1.537272274
859	1.535292655
860	1.532714923
861	1.530235273
862	1.528735365
863	1.527601958
864	1.525682006
865	1.52348664
866	1.521515478
867	1.519646993
868	1.517706493
869	1.51624213
870	1.515069252
871	1.513642977
872	1.511534728
873	1.510467336
874	1.508220589
875	1.506679099
876	1.504762932
877	1.502740498
878	1.501663698
879	1.500777154
880	1.498758892
881	1.494487594
882	1.49283944
883	1.489672
884	1.487868516
885	1.486780402
886	1.484777054
887	1.482026682
888	1.479778817
889	1.477546814
890	1.476018594
891	1.474122135
892	1.472535362
893	1.470630912
894	1.469501086
895	1.468447481
896	1.466784632
897	1.465071506
898	1.463911983
899	1.462212522
900	1.460704956
901	1.460200649
902	1.457546438
903	1.456151179
904	1.453978789
905	1.452187595
906	1.449646547
907	1.447664799
908	1.445032529
909	1.442775197
910	1.441296445
911	1.439218477
912	1.437222029
913	1.435591605
914	1.434235735
915	1.432204903
916	1.430462798
917	1.42932731
918	1.427659268
919	1.424926531
920	1.423090159
921	1.421860015
922	1.420316447
923	1.418604066
924	1.416688725
925	1.415413876
926	1.414238072
927	1.411986509
928	1.410267365
929	1.408582201
930	1.406227149
931	1.404223924
932	1.402791109
933	1.399915625
934	1.397649387
935	1.395764381
936	1.393937611
937	1.390569514
938	1.387421679
939	1.384985608
940	1.380960752
941	1.378560635
942	1.37747205
943	1.376924291
944	1.375150905
945	1.372876414
946	1.371847978
947	1.36967905
948	1.367803975
949	1.365295431
950	1.363551678
951	1.362349551
952	1.36000612
953	1.358748224
954	1.357532641
955	1.356726491
956	1.355233351
957	1.353370191
958	1.3517298
959	1.349490557
960	1.347235216
961	1.344054194
962	1.34282456
963	1.341101748
964	1.340532067
965	1.339152342
966	1.338079175
967	1.336385797
968	1.334179157
969	1.332099518
970	1.330895973
971	1.329488766
972	1.326733074
973	1.326085418
974	1.325649262
975	1.324975156
976	1.323499571
977	1.322083135
978	1.319891228
979	1.318731235
980	1.317002313
981	1.316038864
982	1.313750233
983	1.312073185
984	1.311521367
985	1.310316115
986	1.309014019
987	1.306823555
988	1.304762908
989	1.304066382
990	1.30258584
991	1.301849797
992	1.300091181
993	1.298078807
994	1.295887703
995	1.293158642
996	1.291824746
997	1.290181099
998	1.288656633
999	1.287151397
